id,season,name,gp,goals,assists,points,shp,xg
8475184,20122013,Chris Kreider,23,2,1,3,0.1053,
8480068,20242025,Ryan Poehling,68,12,19,31,0.169014,9.86
8480068,20232024,Ryan Poehling,77,11,17,28,0.099099,11.91
8480068,20222023,Ryan Poehling,53,7,7,14,0.109375,8.46
8480068,20212022,Ryan Poehling,57,9,8,17,0.099,9.95
8476458,20242025,Ryan Strome,82,10,31,41,0.072993,19.16
8476458,20232024,Ryan Strome,79,11,30,41,0.083969,12.98
8476458,20222023,Ryan Strome,82,15,26,41,0.115385,13.28
8476458,20212022,Ryan Strome,74,21,33,54,0.13,17.26
8476458,20202021,Ryan Strome,56,14,35,49,0.109,13.34
8476458,20192020,Ryan Strome,70,18,41,59,0.117,
8476458,20182019,Ryan Strome,63,18,15,33,0.225,
8476458,20172018,Ryan Strome,82,13,21,34,0.0884,
8476458,20162017,Ryan Strome,69,13,17,30,0.114,
8476458,20152016,Ryan Strome,71,8,20,28,0.0606,
8476458,20142015,Ryan Strome,81,17,33,50,0.095,
8476458,20132014,Ryan Strome,37,7,11,18,0.0787,
8478873,20242025,Troy Terry,77,21,34,55,0.111702,24.45
8478873,20232024,Troy Terry,76,20,34,54,0.116279,18.27
8478873,20222023,Troy Terry,70,23,38,61,0.12234,25.34
8478873,20212022,Troy Terry,75,37,30,67,0.193,24.77
8478873,20202021,Troy Terry,48,7,13,20,0.101,6.78
8478873,20192020,Troy Terry,47,4,11,15,0.055,
8478873,20182019,Troy Terry,32,4,9,13,0.16,
8478873,20172018,Troy Terry,2,0,0,0,0.0,
8478366,20242025,Frank Vatrano,81,21,24,45,0.089744,28.9
8478366,20232024,Frank Vatrano,82,37,23,60,0.136029,28.86
8478366,20222023,Frank Vatrano,81,22,19,41,0.095238,19.93
8478366,20212022,Frank Vatrano,22,8,5,13,0.143,13.97
8478366,20202021,Frank Vatrano,56,18,8,26,0.114,16.13
8478366,20192020,Frank Vatrano,69,16,18,34,0.099,
8478366,20182019,Frank Vatrano,81,24,15,39,0.1154,
8478366,20172018,Frank Vatrano,16,5,3,8,0.1667,
8478366,20162017,Frank Vatrano,44,10,8,18,0.0862,
8478366,20152016,Frank Vatrano,39,8,3,11,0.0808,
8475462,20242025,Radko Gudas,81,1,15,16,0.011236,3.41
8475462,20232024,Radko Gudas,66,6,12,18,0.068182,3.08
8475462,20222023,Radko Gudas,72,2,15,17,0.018182,4.06
8475462,20212022,Radko Gudas,77,3,13,16,0.03,4.09
8475462,20202021,Radko Gudas,54,2,9,11,0.024,2.7
8475462,20192020,Radko Gudas,63,2,13,15,0.022,
8475462,20182019,Radko Gudas,77,4,16,20,0.0294,
8475462,20172018,Radko Gudas,70,2,14,16,0.0141,
8475462,20162017,Radko Gudas,67,6,17,23,0.0531,
8475462,20152016,Radko Gudas,76,5,9,14,0.0333,
8475462,20142015,Radko Gudas,31,2,3,5,0.0317,
8475462,20132014,Radko Gudas,73,3,19,22,0.0263,
8475462,20122013,Radko Gudas,22,2,3,5,0.0645,
8476885,20242025,Jacob Trouba,53,1,7,8,0.015385,3.64
8476885,20232024,Jacob Trouba,69,3,19,22,0.023256,5.69
8476885,20222023,Jacob Trouba,82,8,22,30,0.040201,8.5
8476885,20212022,Jacob Trouba,81,11,28,39,0.054,10.69
8476885,20202021,Jacob Trouba,38,2,10,12,0.029,3.09
8476885,20192020,Jacob Trouba,70,7,20,27,0.042,
8476885,20182019,Jacob Trouba,82,8,42,50,0.0494,
8476885,20172018,Jacob Trouba,55,3,21,24,0.0208,
8476885,20162017,Jacob Trouba,60,8,25,33,0.0519,
8476885,20152016,Jacob Trouba,81,6,15,21,0.0451,
8476885,20142015,Jacob Trouba,65,7,15,22,0.0526,
8476885,20132014,Jacob Trouba,65,10,19,29,0.0826,
8478042,20242025,Viktor Arvidsson,67,15,12,27,0.094937,16.18
8478042,20232024,Viktor Arvidsson,18,6,9,15,0.101695,6.22
8478042,20222023,Viktor Arvidsson,77,26,33,59,0.114035,26.18
8478042,20212022,Viktor Arvidsson,66,20,29,49,0.088,25.6
8478042,20202021,Viktor Arvidsson,50,10,15,25,0.066,13.82
8478042,20192020,Viktor Arvidsson,57,15,13,28,0.118,
8478042,20182019,Viktor Arvidsson,58,34,14,48,0.1744,
8478042,20172018,Viktor Arvidsson,78,29,32,61,0.1174,
8478042,20162017,Viktor Arvidsson,80,31,30,61,0.126,
8478042,20152016,Viktor Arvidsson,56,8,8,16,0.0576,
8478042,20142015,Viktor Arvidsson,6,0,0,0,0.0,
8477887,20242025,Patrick Brown,15,0,1,1,0.0,1.04
8477887,20232024,Patrick Brown,11,0,1,1,0.0,0.55
8477887,20222023,Patrick Brown,18,2,3,5,0.125,5.38
8477887,20212022,Patrick Brown,44,4,5,9,0.078,4.92
8477887,20202021,Patrick Brown,4,0,0,0,0.0,0.19
8477887,20192020,Patrick Brown,1,1,0,1,0.5,
8479987,20242025,Morgan Geekie,77,33,24,57,0.22,20.44
8479987,20232024,Morgan Geekie,76,17,22,39,0.130769,13.56
8479987,20222023,Morgan Geekie,69,9,19,28,0.111111,9.39
8479987,20212022,Morgan Geekie,73,7,15,22,0.072,9.72
8479987,20202021,Morgan Geekie,36,3,6,9,0.1,2.96
8479987,20192020,Morgan Geekie,2,3,1,4,0.75,
8479661,20242025,Tanner Jeannot,67,7,6,13,0.125,8.76
8479661,20232024,Tanner Jeannot,55,7,7,14,0.118644,9.11
8479661,20222023,Tanner Jeannot,20,1,3,4,0.05,14.95
8479661,20212022,Tanner Jeannot,81,24,17,41,0.194,17.98
8479661,20202021,Tanner Jeannot,15,5,2,7,0.217,2.95
8476374,20242025,Sean Kuraly,82,6,11,17,0.068182,10.28
8476374,20232024,Sean Kuraly,62,9,9,18,0.097826,8.45
8476374,20222023,Sean Kuraly,71,11,9,20,0.11,13.35
8476374,20212022,Sean Kuraly,77,14,16,30,0.116,14.2
8476374,20202021,Sean Kuraly,47,4,5,9,0.045,6.59
8476374,20192020,Sean Kuraly,69,6,17,23,0.063,
8476374,20182019,Sean Kuraly,71,8,13,21,0.0597,
8476374,20172018,Sean Kuraly,75,6,8,14,0.0448,
8476374,20162017,Sean Kuraly,8,0,1,1,0.0,
8477496,20242025,Elias Lindholm,82,17,30,47,0.111842,25.21
8477496,20232024,Elias Lindholm,26,6,6,12,0.142857,20.5
8477496,20222023,Elias Lindholm,80,22,42,64,0.11828,26.94
8477496,20212022,Elias Lindholm,82,42,40,82,0.179,27.52
8477496,20202021,Elias Lindholm,56,19,28,47,0.146,13.93
8477496,20192020,Elias Lindholm,70,29,25,54,0.172,
8477496,20182019,Elias Lindholm,81,27,51,78,0.1484,
8477496,20172018,Elias Lindholm,81,16,28,44,0.1046,
8477496,20162017,Elias Lindholm,72,11,34,45,0.0728,
8477496,20152016,Elias Lindholm,82,11,28,39,0.0625,
8477496,20142015,Elias Lindholm,81,17,22,39,0.1,
8477496,20132014,Elias Lindholm,58,9,12,21,0.1286,
8479999,20242025,Casey Mittelstadt,18,4,2,6,0.173913,14.29
8479999,20232024,Casey Mittelstadt,18,4,6,10,0.16,15.58
8479999,20222023,Casey Mittelstadt,82,15,44,59,0.111111,14.36
8479999,20212022,Casey Mittelstadt,40,6,13,19,0.076,6.96
8479999,20202021,Casey Mittelstadt,41,10,12,22,0.164,6.56
8479999,20192020,Casey Mittelstadt,31,4,5,9,0.118,
8479999,20182019,Casey Mittelstadt,77,12,13,25,0.1017,
8479999,20172018,Casey Mittelstadt,6,1,4,5,0.1111,
8477956,20242025,David Pastrnak,82,43,63,106,0.134796,30.39
8477956,20232024,David Pastrnak,82,47,63,110,0.123037,37.46
8477956,20222023,David Pastrnak,82,61,52,113,0.149877,45.36
8477956,20212022,David Pastrnak,72,40,37,77,0.128,31.08
8477956,20202021,David Pastrnak,48,20,28,48,0.114,15.14
8477956,20192020,David Pastrnak,70,48,47,95,0.172,
8477956,20182019,David Pastrnak,66,38,43,81,0.1617,
8477956,20172018,David Pastrnak,82,35,45,80,0.1423,
8477956,20162017,David Pastrnak,75,34,36,70,0.1298,
8477956,20152016,David Pastrnak,51,15,11,26,0.1389,
8477956,20142015,David Pastrnak,46,10,17,27,0.1075,
8478401,20242025,Pavel Zacha,82,14,33,47,0.106061,20.95
8478401,20232024,Pavel Zacha,78,21,38,59,0.141892,18.46
8478401,20222023,Pavel Zacha,82,21,36,57,0.160305,16.91
8478401,20212022,Pavel Zacha,70,15,21,36,0.101,18.47
8478401,20202021,Pavel Zacha,50,17,18,35,0.165,11.69
8478401,20192020,Pavel Zacha,65,8,24,32,0.082,
8478401,20182019,Pavel Zacha,61,13,12,25,0.1313,
8478401,20172018,Pavel Zacha,69,8,17,25,0.0714,
8478401,20162017,Pavel Zacha,70,8,16,24,0.0964,
8478401,20152016,Pavel Zacha,1,0,2,2,0.0,
8480035,20242025,Henri Jokiharju,18,0,4,4,0.0,1.97
8480035,20232024,Henri Jokiharju,74,3,17,20,0.035714,3.33
8480035,20222023,Henri Jokiharju,60,3,10,13,0.037975,3.08
8480035,20212022,Henri Jokiharju,60,3,16,19,0.036,3.83
8480035,20202021,Henri Jokiharju,46,3,5,8,0.06,1.74
8480035,20192020,Henri Jokiharju,69,4,11,15,0.051,
8480035,20182019,Henri Jokiharju,38,0,12,12,0.0,
8476854,20242025,Hampus Lindholm,17,3,4,7,0.085714,2.02
8476854,20232024,Hampus Lindholm,73,3,23,26,0.030303,6.1
8476854,20222023,Hampus Lindholm,80,10,43,53,0.063291,9
8476854,20212022,Hampus Lindholm,10,0,5,5,0.0,6.28
8476854,20202021,Hampus Lindholm,18,2,4,6,0.069,1.98
8476854,20192020,Hampus Lindholm,56,2,21,23,0.018,
8476854,20182019,Hampus Lindholm,76,6,22,28,0.048,
8476854,20172018,Hampus Lindholm,69,13,18,31,0.0992,
8476854,20162017,Hampus Lindholm,66,6,14,20,0.0638,
8476854,20152016,Hampus Lindholm,80,10,18,28,0.0671,
8476854,20142015,Hampus Lindholm,78,7,27,34,0.0654,
8476854,20132014,Hampus Lindholm,78,6,24,30,0.0517,
8479325,20242025,Charlie McAvoy,50,7,16,23,0.071429,5.77
8479325,20232024,Charlie McAvoy,74,12,35,47,0.090226,8.99
8479325,20222023,Charlie McAvoy,67,7,45,52,0.066667,7.05
8479325,20212022,Charlie McAvoy,78,10,46,56,0.06,8.86
8479325,20202021,Charlie McAvoy,51,5,25,30,0.054,5.05
8479325,20192020,Charlie McAvoy,67,5,27,32,0.05,
8479325,20182019,Charlie McAvoy,54,7,21,28,0.0886,
8479325,20172018,Charlie McAvoy,63,7,25,32,0.0909,
8479369,20242025,Andrew Peeke,76,1,16,17,0.0125,3.34
8479369,20232024,Andrew Peeke,15,0,2,2,0.0,1.07
8479369,20222023,Andrew Peeke,80,6,7,13,0.066667,3.34
8479369,20212022,Andrew Peeke,82,2,13,15,0.028,3.43
8479369,20202021,Andrew Peeke,11,0,3,3,0.0,0.25
8479369,20192020,Andrew Peeke,22,1,2,3,0.043,
8477507,20242025,Nikita Zadorov,81,4,18,22,0.038095,5.44
8477507,20232024,Nikita Zadorov,54,5,9,14,0.081967,3.23
8477507,20222023,Nikita Zadorov,82,14,7,21,0.107692,6.06
8477507,20212022,Nikita Zadorov,74,4,18,22,0.038,4.17
8477507,20202021,Nikita Zadorov,55,1,7,8,0.019,1.82
8477507,20192020,Nikita Zadorov,64,4,9,13,0.062,
8477507,20182019,Nikita Zadorov,70,7,7,14,0.07,
8477507,20172018,Nikita Zadorov,77,7,13,20,0.0745,
8477507,20162017,Nikita Zadorov,56,0,10,10,0.0,
8477507,20152016,Nikita Zadorov,22,0,2,2,0.0,
8477507,20142015,Nikita Zadorov,60,3,12,15,0.0577,
8477507,20132014,Nikita Zadorov,7,1,0,1,0.25,
8478413,20242025,Jordan Greenway,34,3,5,8,0.083333,5.14
8478413,20232024,Jordan Greenway,67,10,18,28,0.093458,14.21
8478413,20222023,Jordan Greenway,17,4,0,4,0.129032,12.17
8478413,20212022,Jordan Greenway,62,10,17,27,0.091,14.37
8478413,20202021,Jordan Greenway,56,6,26,32,0.075,7.51
8478413,20192020,Jordan Greenway,67,8,20,28,0.086,
8478413,20182019,Jordan Greenway,81,12,12,24,0.1101,
8478413,20172018,Jordan Greenway,6,0,1,1,0.0,
8481522,20242025,Peyton Krebs,81,10,18,28,0.125,10.46
8481522,20232024,Peyton Krebs,80,4,13,17,0.054054,7.11
8481522,20222023,Peyton Krebs,74,9,17,26,0.115385,8.51
8481522,20212022,Peyton Krebs,48,7,15,22,0.152,4.86
8481522,20202021,Peyton Krebs,4,0,1,1,0.0,0.24
8479359,20242025,Beck Malenstyn,76,4,6,10,0.059701,7.04
8479359,20232024,Beck Malenstyn,81,6,15,21,0.061224,10.99
8479359,20222023,Beck Malenstyn,9,1,1,2,0.142857,0.41
8479359,20212022,Beck Malenstyn,12,1,0,1,0.1,0.92
8480802,20242025,Ryan McLeod,79,20,33,53,0.206186,16.71
8480802,20232024,Ryan McLeod,81,12,18,30,0.113208,13.2
8480802,20222023,Ryan McLeod,57,11,12,23,0.141026,9.32
8480802,20212022,Ryan McLeod,71,9,12,21,0.11,8.39
8480802,20202021,Ryan McLeod,10,0,1,1,0.0,0.28
8480064,20242025,Josh Norris,3,1,1,2,0.5,13.33
8480064,20232024,Josh Norris,50,16,14,30,0.13913,12.94
8480064,20222023,Josh Norris,8,2,1,3,0.133333,2.66
8480064,20212022,Josh Norris,66,35,20,55,0.203,26.17
8480064,20202021,Josh Norris,56,17,18,35,0.177,12.48
8480064,20192020,Josh Norris,3,0,0,0,0.0,
8479420,20242025,Tage Thompson,76,44,28,72,0.181818,24.46
8479420,20232024,Tage Thompson,71,29,27,56,0.117886,24.18
8479420,20222023,Tage Thompson,78,47,47,94,0.159322,34.18
8479420,20212022,Tage Thompson,78,38,30,68,0.15,26.09
8479420,20202021,Tage Thompson,38,8,6,14,0.083,10.1
8479420,20192020,Tage Thompson,1,0,0,0,0.0,
8479420,20182019,Tage Thompson,65,7,5,12,0.0648,
8479420,20172018,Tage Thompson,41,3,6,9,0.0545,
8477949,20242025,Alex Tuch,82,36,31,67,0.183673,31.87
8477949,20232024,Alex Tuch,75,22,37,59,0.114583,22.95
8477949,20222023,Alex Tuch,74,36,43,79,0.165138,28.9
8477949,20212022,Alex Tuch,50,12,26,38,0.086,16.46
8477949,20202021,Alex Tuch,55,18,15,33,0.127,17.99
8477949,20192020,Alex Tuch,42,8,9,17,0.082,
8477949,20182019,Alex Tuch,74,20,32,52,0.1111,
8477949,20172018,Alex Tuch,78,15,22,37,0.0877,
8477949,20162017,Alex Tuch,6,0,0,0,0.0,
8475722,20242025,Jason Zucker,73,21,32,53,0.146853,23.61
8475722,20232024,Jason Zucker,18,5,2,7,0.108696,18.62
8475722,20222023,Jason Zucker,78,27,21,48,0.137056,27.36
8475722,20212022,Jason Zucker,41,8,9,17,0.078,9.93
8475722,20202021,Jason Zucker,38,9,9,18,0.134,7.46
8475722,20192020,Jason Zucker,15,6,6,12,0.167,
8475722,20182019,Jason Zucker,81,21,21,42,0.0981,
8475722,20172018,Jason Zucker,82,33,31,64,0.1486,
8475722,20162017,Jason Zucker,79,22,25,47,0.1279,
8475722,20152016,Jason Zucker,71,13,10,23,0.0823,
8475722,20142015,Jason Zucker,51,21,5,26,0.1694,
8475722,20132014,Jason Zucker,21,4,1,5,0.1,
8475722,20122013,Jason Zucker,20,4,1,5,0.1176,
8475722,20112012,Jason Zucker,6,0,2,2,0.0,
8480196,20242025,Jacob Bryson,48,0,7,7,0.0,1.16
8480196,20232024,Jacob Bryson,36,1,7,8,0.066667,0.39
8480196,20222023,Jacob Bryson,59,1,8,9,0.037037,0.92
8480196,20212022,Jacob Bryson,73,1,9,10,0.023,1.69
8480196,20202021,Jacob Bryson,38,1,8,9,0.042,1.09
8481524,20242025,Bowen Byram,82,7,31,38,0.074468,8.81
8481524,20232024,Bowen Byram,18,3,6,9,0.142857,5.47
8481524,20222023,Bowen Byram,42,10,14,24,0.153846,6.45
8481524,20212022,Bowen Byram,30,5,12,17,0.102,2.72
8481524,20202021,Bowen Byram,19,0,2,2,0.0,0.88
8480839,20242025,Rasmus Dahlin,73,17,51,68,0.085,13.27
8480839,20232024,Rasmus Dahlin,81,20,39,59,0.085106,14.26
8480839,20222023,Rasmus Dahlin,78,15,58,73,0.073529,15.03
8480839,20212022,Rasmus Dahlin,80,13,40,53,0.076,7.68
8480839,20202021,Rasmus Dahlin,56,5,18,23,0.043,4.85
8480839,20192020,Rasmus Dahlin,59,4,36,40,0.044,
8480839,20182019,Rasmus Dahlin,82,9,35,44,0.0508,
8481708,20242025,Zac Jones,46,1,10,11,0.019608,2.61
8481708,20232024,Zac Jones,31,2,7,9,0.047619,1.64
8481708,20222023,Zac Jones,16,1,1,2,0.066667,0.54
8481708,20212022,Zac Jones,12,0,2,2,0.0,0.4
8481708,20202021,Zac Jones,10,0,4,4,0.0,0.32
8480807,20242025,Mattias Samuelsson,62,4,10,14,0.076923,1.88
8480807,20232024,Mattias Samuelsson,41,1,6,7,0.022727,1.23
8480807,20222023,Mattias Samuelsson,55,2,8,10,0.026316,4.15
8480807,20212022,Mattias Samuelsson,42,0,10,10,0.0,2.27
8480807,20202021,Mattias Samuelsson,12,0,2,2,0.0,0.19
8479982,20242025,Conor Timmins,17,1,6,7,0.055556,3.04
8479982,20232024,Conor Timmins,25,1,9,10,0.04,1.57
8479982,20222023,Conor Timmins,25,2,12,14,0.125,0.53
8479982,20212022,Conor Timmins,6,0,0,0,0.0,0.33
8479982,20202021,Conor Timmins,31,0,7,7,0.0,0.96
8479982,20192020,Conor Timmins,2,0,0,0,0.0,
8478427,20242025,Sebastian Aho,79,29,45,74,0.140097,24.86
8478427,20232024,Sebastian Aho,78,36,53,89,0.166667,27.18
8478427,20222023,Sebastian Aho,75,36,31,67,0.165138,32.97
8478427,20212022,Sebastian Aho,79,37,44,81,0.167,37.6
8478427,20202021,Sebastian Aho,56,24,33,57,0.162,18.55
8478427,20192020,Sebastian Aho,68,38,28,66,0.184,
8478427,20182019,Sebastian Aho,82,30,53,83,0.1235,
8478427,20172018,Sebastian Aho,78,29,36,65,0.145,
8478427,20162017,Sebastian Aho,82,24,25,49,0.1121,
8477478,20242025,William Carrier,43,4,7,11,0.083333,8.39
8477478,20232024,William Carrier,39,6,2,8,0.092308,8.13
8477478,20222023,William Carrier,56,16,9,25,0.135593,15.45
8477478,20212022,William Carrier,63,9,11,20,0.075,15.96
8477478,20202021,William Carrier,52,6,9,15,0.092,8.76
8477478,20192020,William Carrier,71,7,12,19,0.071,
8477478,20182019,William Carrier,54,8,1,9,0.0941,
8477478,20172018,William Carrier,37,1,2,3,0.0192,
8477478,20162017,William Carrier,41,5,3,8,0.1,
8477940,20242025,Nikolaj Ehlers,69,24,39,63,0.137931,19.82
8477940,20232024,Nikolaj Ehlers,82,25,36,61,0.107296,18.36
8477940,20222023,Nikolaj Ehlers,45,12,26,38,0.090909,11.67
8477940,20212022,Nikolaj Ehlers,62,28,27,55,0.114,22.68
8477940,20202021,Nikolaj Ehlers,47,21,25,46,0.142,12.73
8477940,20192020,Nikolaj Ehlers,71,25,33,58,0.123,
8477940,20182019,Nikolaj Ehlers,62,21,16,37,0.1329,
8477940,20172018,Nikolaj Ehlers,82,29,31,60,0.1255,
8477940,20162017,Nikolaj Ehlers,82,25,39,64,0.1225,
8477940,20152016,Nikolaj Ehlers,72,15,23,38,0.0898,
8475791,20242025,Taylor Hall,31,9,9,18,0.145161,15.62
8475791,20232024,Taylor Hall,10,2,2,4,0.1,1.47
8475791,20222023,Taylor Hall,61,16,20,36,0.106667,19.2
8475791,20212022,Taylor Hall,81,20,41,61,0.092,20.58
8475791,20202021,Taylor Hall,16,8,6,14,0.167,12.22
8475791,20192020,Taylor Hall,35,10,17,27,0.081,
8475791,20182019,Taylor Hall,33,11,26,37,0.0973,
8475791,20172018,Taylor Hall,76,39,54,93,0.1403,
8475791,20162017,Taylor Hall,72,20,33,53,0.084,
8475791,20152016,Taylor Hall,82,26,39,65,0.0909,
8475791,20142015,Taylor Hall,53,14,24,38,0.0886,
8475791,20132014,Taylor Hall,75,27,53,80,0.108,
8475791,20122013,Taylor Hall,45,16,34,50,0.1039,
8475791,20112012,Taylor Hall,61,27,26,53,0.1304,
8475791,20102011,Taylor Hall,65,22,20,42,0.1183,
8476873,20242025,Mark Jankowski,19,8,0,8,0.380952,10.89
8476873,20232024,Mark Jankowski,32,7,8,15,0.145833,8.03
8476873,20222023,Mark Jankowski,50,7,5,12,0.122807,6.57
8476873,20212022,Mark Jankowski,19,2,3,5,0.143,1.79
8476873,20202021,Mark Jankowski,45,4,7,11,0.114,4.47
8476873,20192020,Mark Jankowski,56,5,2,7,0.132,
8476873,20182019,Mark Jankowski,79,14,18,32,0.1414,
8476873,20172018,Mark Jankowski,72,17,8,25,0.1441,
8476873,20162017,Mark Jankowski,1,0,0,0,0.0,
8479370,20242025,Tyson Jost,39,4,5,9,0.090909,4.21
8479370,20232024,Tyson Jost,43,3,3,6,0.0625,4.39
8479370,20222023,Tyson Jost,59,7,15,22,0.079545,11.12
8479370,20212022,Tyson Jost,21,2,4,6,0.095,8.92
8479370,20202021,Tyson Jost,54,7,10,17,0.076,8.56
8479370,20192020,Tyson Jost,67,8,15,23,0.07,
8479370,20182019,Tyson Jost,70,11,15,26,0.0965,
8479370,20172018,Tyson Jost,65,12,10,22,0.1062,
8479370,20162017,Tyson Jost,6,1,0,1,0.1111,
8480829,20242025,Jesperi Kotkaniemi,78,12,21,33,0.104348,14.01
8480829,20232024,Jesperi Kotkaniemi,79,12,15,27,0.09375,14.47
8480829,20222023,Jesperi Kotkaniemi,82,18,25,43,0.139535,17.57
8480829,20212022,Jesperi Kotkaniemi,66,12,17,29,0.148,9.22
8480829,20202021,Jesperi Kotkaniemi,56,5,15,20,0.057,7.29
8480829,20192020,Jesperi Kotkaniemi,36,6,2,8,0.109,
8480829,20182019,Jesperi Kotkaniemi,79,11,23,34,0.0821,
8476921,20242025,Jordan Martinook,79,15,21,36,0.133929,18.83
8476921,20232024,Jordan Martinook,82,14,18,32,0.094595,17.54
8476921,20222023,Jordan Martinook,82,13,21,34,0.080247,20.54
8476921,20212022,Jordan Martinook,59,6,9,15,0.078,7.95
8476921,20202021,Jordan Martinook,44,4,9,13,0.065,7.6
8476921,20192020,Jordan Martinook,45,2,11,13,0.045,
8476921,20182019,Jordan Martinook,82,15,10,25,0.1027,
8476921,20172018,Jordan Martinook,81,6,9,15,0.0536,
8476921,20162017,Jordan Martinook,77,11,14,25,0.1009,
8476921,20152016,Jordan Martinook,81,9,15,24,0.0826,
8476921,20142015,Jordan Martinook,8,0,1,1,0.0,
8480762,20242025,Eric Robinson,82,14,18,32,0.127273,17.58
8480762,20232024,Eric Robinson,40,2,7,9,0.038462,8.74
8480762,20222023,Eric Robinson,72,12,12,24,0.122449,13.22
8480762,20212022,Eric Robinson,67,10,17,27,0.096,12.51
8480762,20202021,Eric Robinson,56,8,10,18,0.107,8.79
8480762,20192020,Eric Robinson,50,7,5,12,0.101,
8480762,20182019,Eric Robinson,13,0,0,0,0.0,
8480762,20172018,Eric Robinson,1,0,0,0,0.0,
8473533,20242025,Jordan Staal,75,13,23,36,0.121495,14.83
8473533,20232024,Jordan Staal,80,10,20,30,0.081301,15.22
8473533,20222023,Jordan Staal,81,17,17,34,0.137097,19.05
8473533,20212022,Jordan Staal,78,17,19,36,0.116,22.38
8473533,20202021,Jordan Staal,53,16,22,38,0.155,17.2
8473533,20192020,Jordan Staal,68,8,19,27,0.064,
8473533,20182019,Jordan Staal,50,11,17,28,0.0909,
8473533,20172018,Jordan Staal,79,19,27,46,0.1188,
8473533,20162017,Jordan Staal,75,16,29,45,0.0976,
8473533,20152016,Jordan Staal,82,20,28,48,0.1325,
8473533,20142015,Jordan Staal,46,6,18,24,0.0652,
8473533,20132014,Jordan Staal,82,15,25,40,0.0909,
8473533,20122013,Jordan Staal,48,10,21,31,0.0877,
8473533,20112012,Jordan Staal,62,25,25,50,0.1678,
8473533,20102011,Jordan Staal,42,11,19,30,0.1209,
8473533,20092010,Jordan Staal,82,21,28,49,0.1077,
8473533,20082009,Jordan Staal,82,22,27,49,0.1325,
8473533,20072008,Jordan Staal,82,12,16,28,0.0656,
8473533,20062007,Jordan Staal,81,29,13,42,0.2214,
8480830,20242025,Andrei Svechnikov,72,20,28,48,0.111111,25.59
